id,group_id,split,signal,condition,disposition,tokens,evidence_items,structured_facts,human_approved,prompt_version,content_sha256
fictional-race-069-record_watch,fictional-race-069,train,record_watch,complete,draft,577,1,1,False,evidence-editor-v2,6dfe465bf8b6e20f9dbd10e5719576ce8176fbd0a9075914962ff11d50b3ff13
fictional-race-069-cutoff_watch,fictional-race-069,train,cutoff_watch,missing,insufficient_evidence,483,1,0,False,evidence-editor-v2,9e32d02a721fd510ffd104c96694ebe835fe6010fd194ce239ffdd0d93b3617d
fictional-race-069-pace_change,fictional-race-069,train,pace_change,contradictory,insufficient_evidence,614,2,2,False,evidence-editor-v2,64e6f65549f967e80a20eb041ba40ae617073223ce90ca150dce7c777ad37fa0
fictional-race-070-position_gain,fictional-race-070,train,position_gain,complete,draft,548,1,1,False,evidence-editor-v2,a6d46fefe2f5d9cc2683e04511c68f6d6862ae404dd9260492d555c517ce337b
fictional-race-070-record_watch,fictional-race-070,train,record_watch,missing,insufficient_evidence,486,1,0,False,evidence-editor-v2,4d9fa1e42df8862ead2e5d56d15af6c48a7da11d879b67920a48b02d8f527bf1
fictional-race-070-cutoff_watch,fictional-race-070,train,cutoff_watch,contradictory,insufficient_evidence,609,2,2,False,evidence-editor-v2,a3519b599b1aa27abbda13f6cf19a54b2d285b4350e6dfd4dd2479bc5d86eee9
fictional-race-070-pace_change,fictional-race-070,train,pace_change,misleading_hint,draft,594,1,1,False,evidence-editor-v2,2422b9b3ed6d07580ddc5f8e73283e9fa3010350b03ebec217e675ea5b698645
fictional-race-071-position_gain,fictional-race-071,train,position_gain,missing,insufficient_evidence,486,1,0,False,evidence-editor-v2,12d5e015c972f14dd9a2596d4bca3e3610ffc655cdb4887415bed48d0d50e967
fictional-race-071-record_watch,fictional-race-071,train,record_watch,contradictory,insufficient_evidence,608,2,2,False,evidence-editor-v2,f8817c108936ebc8cd74102f6da2ad06784e236b1437c19f1f4e4b359f1b9846
fictional-race-071-cutoff_watch,fictional-race-071,train,cutoff_watch,misleading_hint,draft,579,1,1,False,evidence-editor-v2,6f740f272fc19f35669cabec0fdde0ba9eb3f50606f7221a49e35ad693368192
fictional-race-071-pace_change,fictional-race-071,train,pace_change,boundary,draft,575,1,1,False,evidence-editor-v2,1d2487dea58b906f5b3f3acd5fcb6ca2935063457a697eea70e8b68e4b0a2e75
fictional-race-072-position_gain,fictional-race-072,train,position_gain,contradictory,insufficient_evidence,590,2,2,False,evidence-editor-v2,cd5714c4da675d8ebf2d8804eb5cef16727e96f3470ff829c1c01f1f65f31d3c
fictional-race-072-record_watch,fictional-race-072,train,record_watch,misleading_hint,draft,587,1,1,False,evidence-editor-v2,f8f5ccd584bcdb7558f495799bda9b218c116fef3acbb6b6e1c0f1f45de94cfc
fictional-race-072-cutoff_watch,fictional-race-072,train,cutoff_watch,boundary,draft,553,1,1,False,evidence-editor-v2,ea94ed0592bb15358d26945a4788e037ad98f9ee0063b0488f545692a516a668
fictional-race-072-pace_change,fictional-race-072,train,pace_change,complete,draft,577,1,1,False,evidence-editor-v2,c56218a55c2755bee7064d13cee835c3f7f19f6b9fd23f53e9d1f4694da353d6
fictional-race-073-position_gain,fictional-race-073,train,position_gain,misleading_hint,draft,554,1,1,False,evidence-editor-v2,3413f9384c9420fe26befd73c2641a0ee54bc7fcb32fadbe0daa7b4fb0a62eb0
fictional-race-073-record_watch,fictional-race-073,train,record_watch,boundary,draft,570,1,1,False,evidence-editor-v2,216896c351021b38956187c6f85f2c5681076f2514fe99427619e9e4460389ee
fictional-race-073-cutoff_watch,fictional-race-073,train,cutoff_watch,complete,draft,577,1,1,False,evidence-editor-v2,bdfe41dc4a3d50812f8cf93d54e0e5072673c9c894343128d66c3189e304b903
fictional-race-073-pace_change,fictional-race-073,train,pace_change,missing,insufficient_evidence,490,1,0,False,evidence-editor-v2,50787bcfd1ff855aec15b7742d8cdf621f837393fe2a53878d20dffc6606c5ea
fictional-race-074-position_gain,fictional-race-074,train,position_gain,boundary,draft,544,1,1,False,evidence-editor-v2,88ed5a9eb5a037653334841d4b19be1502265318f7e05795dca21634feab1f1b
fictional-race-074-record_watch,fictional-race-074,train,record_watch,complete,draft,585,1,1,False,evidence-editor-v2,0d1529b19f813a7c214daa7be3f9c2d3c32fe364af0a741237f09b50b957fb83
fictional-race-074-cutoff_watch,fictional-race-074,train,cutoff_watch,missing,insufficient_evidence,491,1,0,False,evidence-editor-v2,1f7fb5da723945d62ad2a6ecd2558eba0c320b9900bb5af1e94206c27563e764
fictional-race-074-pace_change,fictional-race-074,train,pace_change,contradictory,insufficient_evidence,622,2,2,False,evidence-editor-v2,65698c10d985d68aa39203b87cec8e0840fc217c9cf8dd1c61b877e965423642
fictional-race-075-position_gain,fictional-race-075,train,position_gain,complete,draft,543,1,1,False,evidence-editor-v2,0fc89ddee2f6ce696f4f33d0601db5d32c45b21e2ddc7119cc0b40272acd2d41
fictional-race-075-record_watch,fictional-race-075,train,record_watch,missing,insufficient_evidence,482,1,0,False,evidence-editor-v2,6c4cdd6976c97d37652527843379b4960029330d30c4a0ed17452c9ea98f18e7
fictional-race-075-cutoff_watch,fictional-race-075,train,cutoff_watch,contradictory,insufficient_evidence,607,2,2,False,evidence-editor-v2,cacd2b0efc030735915075b30eec9577c44b5dfcaba7339500084ce48c1fa11b
fictional-race-075-pace_change,fictional-race-075,train,pace_change,misleading_hint,draft,593,1,1,False,evidence-editor-v2,d4ca0c7be5eda6850c80c4e7ce90f8a68065ccf5a132f6e44278f4d6ae6e8011
fictional-race-076-position_gain,fictional-race-076,train,position_gain,missing,insufficient_evidence,486,1,0,False,evidence-editor-v2,970d3f8595515a63b102ac5d9d86f55319855cae5919eea8d8ebaeb7367c1977
fictional-race-076-record_watch,fictional-race-076,train,record_watch,contradictory,insufficient_evidence,602,2,2,False,evidence-editor-v2,b66995e78cdcf7f280ef7365a4eb332df33d0a0a8d05ccf72b388c7cfc4212e1
fictional-race-076-cutoff_watch,fictional-race-076,train,cutoff_watch,misleading_hint,draft,579,1,1,False,evidence-editor-v2,b126cf2fda046d085f17a84e24d467a223d3c7e109fa7569ae0c4a84dbe5a457
fictional-race-076-pace_change,fictional-race-076,train,pace_change,boundary,draft,575,1,1,False,evidence-editor-v2,16a30c31daa5c2fb223ea1095a2a05d52c284507f2555c45706f9dacb987dfae
fictional-race-077-position_gain,fictional-race-077,train,position_gain,contradictory,insufficient_evidence,594,2,2,False,evidence-editor-v2,a0e5c3eaabce7899e2fb58717a4f7194bf3fcc00e460481a6f98c08e766df773
fictional-race-077-record_watch,fictional-race-077,train,record_watch,misleading_hint,draft,590,1,1,False,evidence-editor-v2,728ea01e2bce5685294b8aecf40b9b97df10ed189bd9d708c72004ae78d07f43
fictional-race-077-cutoff_watch,fictional-race-077,train,cutoff_watch,boundary,draft,557,1,1,False,evidence-editor-v2,63aea316231ac1c4c3ed0b87f7b5d6e9ba88b3c762630c84f7fc581ffff8017f
fictional-race-077-pace_change,fictional-race-077,train,pace_change,complete,draft,587,1,1,False,evidence-editor-v2,fd888102705358dc1c0767c0516d766152bb26d6e90d0c69c63daf7a67a4efd9
fictional-race-078-position_gain,fictional-race-078,train,position_gain,misleading_hint,draft,554,1,1,False,evidence-editor-v2,9dade939c1d204ea4753f94d38bd071a839d139f4f20bd7f9cae6f7a8e68d471
fictional-race-078-record_watch,fictional-race-078,train,record_watch,boundary,draft,566,1,1,False,evidence-editor-v2,4763b0e0d7f78d176be6c9c6fe34f6aba902f9c9566db116daa804ad66d135cd
fictional-race-078-cutoff_watch,fictional-race-078,train,cutoff_watch,complete,draft,573,1,1,False,evidence-editor-v2,cff610514f0306500f317108bf404143101b2d89c3aa333682ff325816c4d384
fictional-race-078-pace_change,fictional-race-078,train,pace_change,missing,insufficient_evidence,484,1,0,False,evidence-editor-v2,5c73330a2f14ef86496c21cb1f91df89c94ebe0411d0807c01e49aca3b2f4497
fictional-race-079-position_gain,fictional-race-079,train,position_gain,boundary,draft,542,1,1,False,evidence-editor-v2,a0b096d5288490651f04a2317a867534de609ecb99454d92541e309910b6dd54
fictional-race-079-record_watch,fictional-race-079,train,record_watch,complete,draft,583,1,1,False,evidence-editor-v2,469bae3e989b54938fcf03e5f2effc371009983061320102f91a657760884412
fictional-race-079-cutoff_watch,fictional-race-079,train,cutoff_watch,missing,insufficient_evidence,489,1,0,False,evidence-editor-v2,3b75beda3a77a3aeace4d5f1b6bfc4feb67cf1f490a9566e31d4a5103afa3517
fictional-race-079-pace_change,fictional-race-079,train,pace_change,contradictory,insufficient_evidence,618,2,2,False,evidence-editor-v2,1ba076e7a8fc897a4983ee436cc5e48a900248ef83775ebad6b81a2589988fb2
fictional-race-080-position_gain,fictional-race-080,train,position_gain,complete,draft,538,1,1,False,evidence-editor-v2,74e9c605ad3290b3211bccb97bed68f0883eab6ad461cd4226e2e68cd6bd0c03
fictional-race-080-record_watch,fictional-race-080,train,record_watch,missing,insufficient_evidence,482,1,0,False,evidence-editor-v2,fa718bd6fbf79a8d8d19b2b317162ec96c52c48b41b4f18d7fcc64d5217b8d17
fictional-race-080-cutoff_watch,fictional-race-080,train,cutoff_watch,contradictory,insufficient_evidence,607,2,2,False,evidence-editor-v2,677837bb7b6299e19a929bb01716baab42b1e4d6fda5bc5b6f1c7ddae16ecc1e
fictional-race-080-pace_change,fictional-race-080,train,pace_change,misleading_hint,draft,584,1,1,False,evidence-editor-v2,6d7b19046dc80644a849b30e464141857fceb01a484820234369beeca03b2b01
fictional-race-081-position_gain,fictional-race-081,train,position_gain,missing,insufficient_evidence,480,1,0,False,evidence-editor-v2,4569b84d5cfdeb117009866bb141bc7ba3455cff3880d072844756ea60d33d6a
fictional-race-081-record_watch,fictional-race-081,train,record_watch,contradictory,insufficient_evidence,596,2,2,False,evidence-editor-v2,9fe88489bfcac2c1c390dcdab4a0c79eeb32eaf356618866f8cd4938ff43b0b5
fictional-race-081-cutoff_watch,fictional-race-081,train,cutoff_watch,misleading_hint,draft,565,1,1,False,evidence-editor-v2,f470863f9489e8d3b38d74ef811e62a5461a85e621084961a17a26a6b3cb2658
fictional-race-081-pace_change,fictional-race-081,train,pace_change,boundary,draft,563,1,1,False,evidence-editor-v2,e13c448ed0ba4f191cdc6fd5bbc1e88d2f2352f23bfcb10f80f34eb128796b11
fictional-race-082-position_gain,fictional-race-082,train,position_gain,contradictory,insufficient_evidence,596,2,2,False,evidence-editor-v2,7891ba25f77c0dadbcd53dc735cc271a0eb362d6296e8a9d85cd968b4bc08b02
fictional-race-082-record_watch,fictional-race-082,train,record_watch,misleading_hint,draft,582,1,1,False,evidence-editor-v2,af308443b1b9f2e4926a475a0cb486a5611056fb5c5af19c5ebd5ea5e6f87c94
fictional-race-082-cutoff_watch,fictional-race-082,train,cutoff_watch,boundary,draft,549,1,1,False,evidence-editor-v2,978780088abf084b7c9feb1e2a5666568a4352e439a2d5d2d15a7f9b367bf0f6
fictional-race-082-pace_change,fictional-race-082,train,pace_change,complete,draft,579,1,1,False,evidence-editor-v2,78ae5aae3ddb3e732bcaaac69ca78ee93f39388ee63e86e9ee6a0db3e91796b3
fictional-race-083-position_gain,fictional-race-083,train,position_gain,misleading_hint,draft,544,1,1,False,evidence-editor-v2,e5d20b4fa91f70712c65a39d7a898ee1264f33e2e9450f68b8c7d78c1ba684e6
fictional-race-083-record_watch,fictional-race-083,train,record_watch,boundary,draft,560,1,1,False,evidence-editor-v2,1975b91670b235fd91efc3c3549a0254501e7725f419cfc27b838a14186f1333
fictional-race-083-cutoff_watch,fictional-race-083,train,cutoff_watch,complete,draft,561,1,1,False,evidence-editor-v2,c58ffaf9f478cf637ab430d7b611af9ede56fbe81a9e6ae01ca194bc5a382a04
fictional-race-083-pace_change,fictional-race-083,train,pace_change,missing,insufficient_evidence,486,1,0,False,evidence-editor-v2,11d8e87b1a2afa540384a2b81561cf39c1293271684fbf1dadb942f46271acd4
fictional-race-084-position_gain,fictional-race-084,train,position_gain,boundary,draft,530,1,1,False,evidence-editor-v2,d00f24f001bc46950838eed4d9c7d7442816d15c5aaa6de653793a7e5a76d311
fictional-race-084-record_watch,fictional-race-084,train,record_watch,complete,draft,577,1,1,False,evidence-editor-v2,44cdf59e506930d958b4c61414ef77489cbaa73fa5817e8b6cf0bc81d48d43e2
fictional-race-084-cutoff_watch,fictional-race-084,train,cutoff_watch,missing,insufficient_evidence,483,1,0,False,evidence-editor-v2,83a85db8ff96c882533a7b7f5b4da5d47088eb89de7322d6af3e2865aac74fcd
fictional-race-084-pace_change,fictional-race-084,train,pace_change,contradictory,insufficient_evidence,614,2,2,False,evidence-editor-v2,34e1e05ccdd5a5735245fd0101708e69a8c881f205e0005c03cfa50e85342cf1
fictional-race-085-position_gain,fictional-race-085,train,position_gain,complete,draft,535,1,1,False,evidence-editor-v2,4cd9e538594affd0aaec933da53f02ab10e0b855456fa799f8ef1dd8731e37f8
fictional-race-085-record_watch,fictional-race-085,train,record_watch,missing,insufficient_evidence,480,1,0,False,evidence-editor-v2,20c2561ef80e8f361d0d115838a7fa301380283721f73eaecf1f034f357cc20b
fictional-race-085-cutoff_watch,fictional-race-085,train,cutoff_watch,contradictory,insufficient_evidence,605,2,2,False,evidence-editor-v2,5da4432d8ea1444a021174d3a7eba67f37cea32ddc2255f92180271ab6f2e309
fictional-race-085-pace_change,fictional-race-085,train,pace_change,misleading_hint,draft,581,1,1,False,evidence-editor-v2,e0a5689c27f360fdcc0e24350f641dbf0cefa10d29e3d06d6aed056755fc2197
fictional-race-086-position_gain,fictional-race-086,train,position_gain,missing,insufficient_evidence,484,1,0,False,evidence-editor-v2,286687d29b1d57ab7fd314f82116f35e47d7f8d4ca2c2f2a50f2dd000815ec3b
fictional-race-086-record_watch,fictional-race-086,train,record_watch,contradictory,insufficient_evidence,602,2,2,False,evidence-editor-v2,81e4a03036bb0d974a68906bdbad6db7b451946c5caff2a403d6ada87c17fee1
fictional-race-086-cutoff_watch,fictional-race-086,train,cutoff_watch,misleading_hint,draft,565,1,1,False,evidence-editor-v2,cdf32c38313b61a843b4e9c12ce871952718c5b1d42b97cc6707e0c28b239eb8
fictional-race-086-pace_change,fictional-race-086,train,pace_change,boundary,draft,567,1,1,False,evidence-editor-v2,5e94891349aad1ad3f6f0a5137b5a6a965b2270de14a9d6a470f87fdf162f832
fictional-race-087-position_gain,fictional-race-087,train,position_gain,contradictory,insufficient_evidence,588,2,2,False,evidence-editor-v2,5786187c2f9d313b35f341bad48515dabdee9f16ba58979d9811f406da4bc97c
fictional-race-087-record_watch,fictional-race-087,train,record_watch,misleading_hint,draft,577,1,1,False,evidence-editor-v2,51cb570e51bbff11c5aa509355dab6e174120b8f09b4b59b35649988d2701e8a
fictional-race-087-cutoff_watch,fictional-race-087,train,cutoff_watch,boundary,draft,543,1,1,False,evidence-editor-v2,056ec689f7aabc6b5282d5befbc4c4eba99073d476784a71482b661bf68c6875
fictional-race-087-pace_change,fictional-race-087,train,pace_change,complete,draft,567,1,1,False,evidence-editor-v2,118e99a7a235188f0bb5cb74d54307c51b68e099779ea12070a9f01bed9c75c8
fictional-race-088-position_gain,fictional-race-088,train,position_gain,misleading_hint,draft,546,1,1,False,evidence-editor-v2,4d1da29209b4338c4419c9dbed57b28a3cb011f04a512c68c8822c4d5a1179db
fictional-race-088-record_watch,fictional-race-088,train,record_watch,boundary,draft,562,1,1,False,evidence-editor-v2,b8ca841f0ddab472085e3e051d14e258d1f64f0578dda11c70ccb571daa6adb5
fictional-race-088-cutoff_watch,fictional-race-088,train,cutoff_watch,complete,draft,569,1,1,False,evidence-editor-v2,797ecd895c565df96ae1959c81e62040ad6ebc2e705f42afb6e0ebaca2c62174
fictional-race-088-pace_change,fictional-race-088,train,pace_change,missing,insufficient_evidence,486,1,0,False,evidence-editor-v2,4ef6f8b78a4441d929353df52a4fc3eb19dbee90891e285b1ba34f0dfae0e759
fictional-race-089-position_gain,fictional-race-089,train,position_gain,boundary,draft,534,1,1,False,evidence-editor-v2,edeecb46ea8b530dcb5c1b6c6720c2a4cec00f8b8a4ced6142ec071739923429
fictional-race-089-record_watch,fictional-race-089,train,record_watch,complete,draft,581,1,1,False,evidence-editor-v2,4e827089a19ae841de1e9f3430a82995f9d0a821ec88bc0a6e7990ef7c0bd871
fictional-race-089-cutoff_watch,fictional-race-089,train,cutoff_watch,missing,insufficient_evidence,487,1,0,False,evidence-editor-v2,6db51921f9218f2098b736726b11e3e4925cd5c43d83211f7c2e1f872be90b5b
fictional-race-089-pace_change,fictional-race-089,train,pace_change,contradictory,insufficient_evidence,614,2,2,False,evidence-editor-v2,ca72068836936fb2fa8aea538900d56a96a640f0f23f631b26c5d2a9a2a2612d
fictional-race-090-position_gain,fictional-race-090,train,position_gain,complete,draft,542,1,1,False,evidence-editor-v2,7759a1fe37f97bff409c6d6177545cb6af1efa3a6fde20c256f3bb07dea8c4af
fictional-race-090-record_watch,fictional-race-090,train,record_watch,missing,insufficient_evidence,480,1,0,False,evidence-editor-v2,4586f97a72494db02e7a0a4cb54d54d8f5c3f296e0c2f822579b422604010102
fictional-race-090-cutoff_watch,fictional-race-090,train,cutoff_watch,contradictory,insufficient_evidence,603,2,2,False,evidence-editor-v2,309e717794d5713d3ce81093e99fc1dc9215a115f9be8c663bf5a60856e12200
fictional-race-090-pace_change,fictional-race-090,train,pace_change,misleading_hint,draft,586,1,1,False,evidence-editor-v2,67a32b8108ae0c506a910b6b01d25d631ebc566e4a6b75bb21ea6025fcd0c050
fictional-race-091-position_gain,fictional-race-091,train,position_gain,missing,insufficient_evidence,482,1,0,False,evidence-editor-v2,62afc992006cdd338f86b205a56fb90457015bfcafcf64d9816f8e13b9f4b562
fictional-race-091-record_watch,fictional-race-091,train,record_watch,contradictory,insufficient_evidence,600,2,2,False,evidence-editor-v2,5e2d06d593fe0a829b088d58b6af71e57a0d3c22b4142bea2b65f3bc9a1ffc87
fictional-race-091-cutoff_watch,fictional-race-091,train,cutoff_watch,misleading_hint,draft,563,1,1,False,evidence-editor-v2,0ee66b4e7288972bd74234144cb95552b252d3c624b2a08862e5ccfb7466b63b
fictional-race-091-pace_change,fictional-race-091,train,pace_change,boundary,draft,565,1,1,False,evidence-editor-v2,b26762b197a9a240d5dd54d153be891db26031df0701c2411a76efaf2460cfc1
fictional-race-092-position_gain,fictional-race-092,train,position_gain,contradictory,insufficient_evidence,594,2,2,False,evidence-editor-v2,82390f8e8630e0b22399965e766cc13e0f397fc457b1897f9ae1da32c968a32e
fictional-race-092-record_watch,fictional-race-092,train,record_watch,misleading_hint,draft,573,1,1,False,evidence-editor-v2,55ceba06e088d62f33441096793c0600ee106abe94ccda6ee6630bfa734c8f0b
fictional-race-092-cutoff_watch,fictional-race-092,train,cutoff_watch,boundary,draft,549,1,1,False,evidence-editor-v2,eea6ac14b4821073e62f92c1921aad6c48339ceeccb1b22a03317d1d717efff5
fictional-race-092-pace_change,fictional-race-092,train,pace_change,complete,draft,579,1,1,False,evidence-editor-v2,e6fc458c57afe9cae8e78d00028a602d31037124fe3089063aab27bc8c0fff39
fictional-race-093-position_gain,fictional-race-093,train,position_gain,misleading_hint,draft,536,1,1,False,evidence-editor-v2,aac54561fd685e744c0620425adeb01c401a8bc025257d76925f1dabee19a919
fictional-race-093-record_watch,fictional-race-093,train,record_watch,boundary,draft,554,1,1,False,evidence-editor-v2,df6390ab015a7a3bd7c8f2f575c676a77fecd84e215ba130c2d2021499d6ae98
fictional-race-093-cutoff_watch,fictional-race-093,train,cutoff_watch,complete,draft,561,1,1,False,evidence-editor-v2,493ced54a66f303ff73140f11de04476d0f88334f36bead87787192c380abee3
fictional-race-093-pace_change,fictional-race-093,train,pace_change,missing,insufficient_evidence,480,1,0,False,evidence-editor-v2,3a3ef375c2d2b7dfaab3ff30898856fb141cab8585a79d5e7bbda02e163793dd
fictional-race-094-position_gain,fictional-race-094,train,position_gain,boundary,draft,532,1,1,False,evidence-editor-v2,d78ff405c9fa5bf9c312bd54f5cec9deea7dbc5c6e9a2144e31bd68604092d7e
fictional-race-094-record_watch,fictional-race-094,train,record_watch,complete,draft,576,1,1,False,evidence-editor-v2,cd5f5daf9eb3d18c42ce5495ccb8fae81664924312c94843f29c8084c6456624
fictional-race-094-cutoff_watch,fictional-race-094,train,cutoff_watch,missing,insufficient_evidence,485,1,0,False,evidence-editor-v2,1f2977b0bb1489c33aca14ea05d166368d6ee6fffa46bae13f1480a9c741454f
fictional-race-094-pace_change,fictional-race-094,train,pace_change,contradictory,insufficient_evidence,612,2,2,False,evidence-editor-v2,bdbd5acd1be3ccc1f3d5c8bf00b27c033066d43a76edb90dd2918779fcf79626
fictional-race-095-position_gain,fictional-race-095,train,position_gain,complete,draft,537,1,1,False,evidence-editor-v2,20f3fe8b7cdf9d7642cc309a34727021d02fff8cdc33a71a85b0ad794b30dc4b
fictional-race-095-record_watch,fictional-race-095,train,record_watch,missing,insufficient_evidence,482,1,0,False,evidence-editor-v2,d3525db8e35ce7b5a1e243a741067f486f217c233c4f2928594a5c3834ed9974
fictional-race-095-cutoff_watch,fictional-race-095,train,cutoff_watch,contradictory,insufficient_evidence,607,2,2,False,evidence-editor-v2,5482768871b6c3b0d5d63346db3cec33cf399724088c8dcf659c6e5e571abdf3
fictional-race-095-pace_change,fictional-race-095,train,pace_change,misleading_hint,draft,583,1,1,False,evidence-editor-v2,346bc5ae386610767250163977280593f97899044927ed1cc826d56fc2d115b8
fictional-race-096-position_gain,fictional-race-096,train,position_gain,missing,insufficient_evidence,478,1,0,False,evidence-editor-v2,49e0dee9732e5446d84356dd5cff756c9ab40e651f9924f39192fa080c1baf49
fictional-race-096-record_watch,fictional-race-096,train,record_watch,contradictory,insufficient_evidence,600,2,2,False,evidence-editor-v2,9876a32453cf6ddb814a54d65bde2b2cbdc2b799d9418cc28f2136abf47ae706
fictional-race-096-cutoff_watch,fictional-race-096,train,cutoff_watch,misleading_hint,draft,569,1,1,False,evidence-editor-v2,05445b7637fcf86ef2f5b8af04faf836c3a09968f8e5128da8f6ff1c745cecf5
fictional-race-096-pace_change,fictional-race-096,train,pace_change,boundary,draft,561,1,1,False,evidence-editor-v2,05f9f236552b10ca8c92b82424a4470312fa83e0ff576801cc2aebd2c7c02b99
fictional-race-097-position_gain,fictional-race-097,train,position_gain,contradictory,insufficient_evidence,594,2,2,False,evidence-editor-v2,fe32e08226968d5d385c64da95befe87f3881584578d3a7222b6d1b6f6035b35
fictional-race-097-record_watch,fictional-race-097,train,record_watch,misleading_hint,draft,571,1,1,False,evidence-editor-v2,2d0c10218de6b12acc6a291844309582f7804da8268125b96970174ff917b735
fictional-race-097-cutoff_watch,fictional-race-097,train,cutoff_watch,boundary,draft,547,1,1,False,evidence-editor-v2,2074ecd4f97eebf0ab0e57376ef6fd2e40b3c7f34526795a3483b207690438e3
fictional-race-097-pace_change,fictional-race-097,train,pace_change,complete,draft,577,1,1,False,evidence-editor-v2,2869291d8749cf88d7022c6728fdef3604d4bafc6675b73f161a6e8b4d6571e8
fictional-race-098-position_gain,fictional-race-098,train,position_gain,misleading_hint,draft,550,1,1,False,evidence-editor-v2,55337b6ff4ed5c382997cb4c9b10cc67312a326eb628b451863bb2ae6fe54cbd
fictional-race-098-record_watch,fictional-race-098,train,record_watch,boundary,draft,560,1,1,False,evidence-editor-v2,d23b225b0590ec20b27d31b25c8686ce4b80e10026944d5a79dd8bbfbd36b131
fictional-race-098-cutoff_watch,fictional-race-098,train,cutoff_watch,complete,draft,567,1,1,False,evidence-editor-v2,cbdfbdfae6e1b6f85353c1879a3318a9dda9639849f760795a3fcb56dd08a794
fictional-race-098-pace_change,fictional-race-098,train,pace_change,missing,insufficient_evidence,484,1,0,False,evidence-editor-v2,350267d5113e6cfd924f43f6971fc4cbcb294f0b8c7569a96435ff2612dcb3c6
fictional-race-099-position_gain,fictional-race-099,train,position_gain,boundary,draft,530,1,1,False,evidence-editor-v2,261f82cee0255a90575b0500edb552cba2350a7a2f8acfe70a72464b4e7dc357
fictional-race-099-record_watch,fictional-race-099,train,record_watch,complete,draft,571,1,1,False,evidence-editor-v2,611e6bf246ffd99140224febc95630894c8e6c66f8aba15c36a1d097d1caca68
fictional-race-099-cutoff_watch,fictional-race-099,train,cutoff_watch,missing,insufficient_evidence,483,1,0,False,evidence-editor-v2,57694b2b339494804d6658f782518e1b771952af2dd91508eaca287c915849a4
fictional-race-099-pace_change,fictional-race-099,train,pace_change,contradictory,insufficient_evidence,614,2,2,False,evidence-editor-v2,d0754aa766fd702bdeddeba12ac9492657755d528a4393705d45ce27d1a6ca83
fictional-race-100-position_gain,fictional-race-100,validation,position_gain,complete,draft,545,1,1,False,evidence-editor-v2,fab9479273697702ff104c06dc5b3801aace7aca51c595c0acc0d975938a7340
fictional-race-100-record_watch,fictional-race-100,validation,record_watch,missing,insufficient_evidence,483,1,0,False,evidence-editor-v2,909402ede051f2b806042ef50f817c2a68216e38f0b647e6d5d6177f505b5c06
fictional-race-100-cutoff_watch,fictional-race-100,validation,cutoff_watch,contradictory,insufficient_evidence,608,2,2,False,evidence-editor-v2,fd92bea37c7cd21d16fe573be9a5ef2ad4f176bde80c06b268c0671d87be5d50
fictional-race-100-pace_change,fictional-race-100,validation,pace_change,misleading_hint,draft,579,1,1,False,evidence-editor-v2,16363c5ed98f2ad50c5b6d8eb1f93440a72bba8fa92f79b0e54f807a3366d286
fictional-race-101-position_gain,fictional-race-101,validation,position_gain,missing,insufficient_evidence,482,1,0,False,evidence-editor-v2,a601bf753f7f08ba674051e265d8375dcccb383a8acb86d4b4211950482f2230
fictional-race-101-record_watch,fictional-race-101,validation,record_watch,contradictory,insufficient_evidence,604,2,2,False,evidence-editor-v2,f9920aed1666f269ea2bdb65640cdc0bf879979f1c391211c85dfcb3b553ac98
fictional-race-101-cutoff_watch,fictional-race-101,validation,cutoff_watch,misleading_hint,draft,569,1,1,False,evidence-editor-v2,e1c76cf87c418257c7fed5fbfed3e9d5bc70f6dffbc1a0ac8842a38707cde8cf
fictional-race-101-pace_change,fictional-race-101,validation,pace_change,boundary,draft,565,1,1,False,evidence-editor-v2,2f41aafea55fe654ebe9ea98dda8587e12062a46384f13ea70f1ce44362b249a
fictional-race-102-position_gain,fictional-race-102,validation,position_gain,contradictory,insufficient_evidence,590,2,2,False,evidence-editor-v2,0dfa22d36fe2faaa5d79a004f42692c94d002bf46a9f3b749a326260a2b90ad1
fictional-race-102-record_watch,fictional-race-102,validation,record_watch,misleading_hint,draft,571,1,1,False,evidence-editor-v2,fe1ebc44494b3ccdf7e49b993d10d2f44cbbc6387b621b60ed0771056e1faff8
fictional-race-102-cutoff_watch,fictional-race-102,validation,cutoff_watch,boundary,draft,543,1,1,False,evidence-editor-v2,ac5c9866fe88031db5e956d96e765f9f67b76d7b2bda8b2acb6683f1b14f49e8
fictional-race-102-pace_change,fictional-race-102,validation,pace_change,complete,draft,573,1,1,False,evidence-editor-v2,9bd92022dc72822f7799b6dd39313c5d762bc7cecd44e8f75a776d30cb8366c7
fictional-race-103-position_gain,fictional-race-103,validation,position_gain,misleading_hint,draft,544,1,1,False,evidence-editor-v2,3e803e3fe715bd61e867323fe8dfe9155bd7e039f223676f14340f64266616d2
fictional-race-103-record_watch,fictional-race-103,validation,record_watch,boundary,draft,560,1,1,False,evidence-editor-v2,2c9b1978beef924b594d3f9b212e0c3c6a193172164c2eace637a2b9690a7875
fictional-race-103-cutoff_watch,fictional-race-103,validation,cutoff_watch,complete,draft,561,1,1,False,evidence-editor-v2,2172f5c0c4b1db776a81e2c8bd05f82170034ca135504325bcb4b9a25275ce47
fictional-race-103-pace_change,fictional-race-103,validation,pace_change,missing,insufficient_evidence,486,1,0,False,evidence-editor-v2,5122dd82e3a635a75c0c61bf369f7f7b23179d0183a7696544172ef750080791
